740002	32	0	64	32	105
740003	64	0	96	32	105
740004	96	0	128	32	105

740005	0	32	32	64	105
740006	32	32	64	64	105
740007	64	32	96	64	105
740008	96	32	128	64	105

740009	0	64	32	96	105
740010	32	64	64	96	105
740011	64	64	96	96	105
740012	96	64	128	96	105

740013	0	96	32	128	105
740014	32	96	64	128	105






# =============== BULLET===============

#EnemyBullet
#Big Navigated Enemy Bullet
400001	358	110	365	117	60
#small Navigated Enemy Bullet
400002	359	161	364	166	60
#boss bullet
400004	57	59	65	67	60


#SoftBrick
#overworld
710001	10	26	25	43	3
#explosion
700002	177	118	200	141	1
700003	211	88	230	107	1
700004	190	88	209	107	1
700005	169	88	188	107	1

[ANIMATIONS]
#SoftBrick
#default
71001	710001	100
#explosion
70002	700002	50	700003	50	700002	100	700003	80	700004	80	700005	80

##===========BIG SOPHIA========================
#idle right
700	13001	100
#idle left
701	13004	100
#idle top
702	13008	100
#idle bot
703	13011	100
#walk right
704	13001	100	13002	100	13003	100
#walk left
705	13004	100	13005	100	13006	100
#walk top
706	13007	100	13008	100	13009	100
#walk bot
707	13010	100	13011	100	13012	100
#die
708	13001	100	13004	100	13008	100	13011	100	13001	100	13004	100	13008	100	13011	100	13001	100	13004	100	13008	100	13011	100	13013	200	13014	200	13015	200	13016	200	13016	200
#BIG SOPHIA BULLET
#black right
350001	350001	100
#black top
350002	350002	100
#colorful right
350003	351001	100	351002	100	351003	100	351004	100	351005	100	351006	100
#colorful top
350004	351007	100	351008	100	351009	100	351010	100	351011	100	351012	100
#bang
30005	300101	100	300102	100 	300103	100	300103	10

#============ENEMIES=================
#EYEBALLS
#Fly and Attack eyeballs
1700	1700	100	1702	100
#Idle eyeballs
1701	1701	100	1700	100
#TELEPORTERS
#IDLE teleporters
1800	1800	100
#TRASFORM telepoters
1801	1800	300	1801	100	1800	100	1801	100
#ATTACK teleporters
1802	1801	100

#CANNONS
#IDLE CANNONS
1900	1900	100
#ATTACK CANNONS
#ATTACK LEFT-RIGHT
1901	1901	500	1900	500
#ATTACK TOP-BOTTOM
1902	1902	500	1900	500

#ENEMY DIE
9000	90000	100	90001	100	90002	100	90002	100
# =============== ENEMIES BULLET===============
40001	400001	100
40002	400002	100
40004	400004	100


#---BOSS---
#normal
2001	160001	40	160002	40	160003	40	160004	40
#injured
20010	160009	40	160010	40	160011	40	160012	40
#die
20011	160013	100

#---BOSS CLAW SECTION---
#SECTION
#normal
2002	170001	40	170002	40
#injured
2005	170007	40	170008	40

#LEFT CLAW
#normal
2003	170003	40	170004	40
#injured
2006	170009	40	170010	40

#LEFT CLAW
#normal
2004	170005	40	170006	40
#injured
2007	170011	40	170012	40

#explosion
74001	740001	100	740002	200	740003	200	740004	200	740005	200	740006	200	740007	200	740008	100	740009	100	740010	100	740011	100	740012	100	740013	100	740014	100


[ANIMATION_SETS]
#softbrick
#overworld
7	71001	70002

3	700	701	702	703	704	705	706	707	708

#Bullet
41	40001	30005
42	40002	30005	
44	40004	30005
#BIG SOPHIA BULLET
35	350001	350002	350003	350004	30005

#Eyeballs
17	1700	1701	9000


#Teleporters
18	1800	1801	1802

#Cannons
19	1900	1901	1902	9000



#Boss
60	2001	20010	20011

#Boss Claw Section
61	2002	2005
#Boss Left Claw
62	2003	2006
#Boss Right Claw
63	2004	2007

#Explosion
201	74001


[OBJECTS]
#BOSS
60	380	1833	2	13	1	13	2	60
#Eyeballs
17	354	1833	1	13	2	17
17	355	1957	1	14	2	17
17	670	1370	1	10	4	17
17	600	1425	1	10	3	17
17	180	840	1	6	1	17
17	425	815	2	5	2	6	2	17
17	333	824	1	6	2	17
17	345	920	1	6	2	17
17	590	830	1	6	3	17
17	580	920	1	6	3	17
17	680	820	2	5	4	6	4	17
#Teleporters
18	1455	1127	1	8	9	18
18	622	1869	2	13	3	13	4	18
18	400	1160	1	8	2	18
18	330	1080	2	7	2	8	2	18
18	425	1075	2	7	2	8	2	18
18	111	1111	1	8	0	18
#Cannons
19	1336	1103	1	8	7	19
19	1465	934	2	6	9	7	9	19
19	565	1625	2	11	3	12	3	19
19	380	1385	1	10	2	19
19	125	890	1	6	0	19
19	945	825	2	6	5	6	6	19
#brick
#dọc trái
#dọc trái
1	0	0	15	0	0	1	0	2	0	3	0	4	0	5	0	6	0	7	0	8	0	9	0	10	0	11	0	12	0	13	0	14	0	32	2048
#ngang dưới
1	0	1984	13	14	0	14	1	14	2	14	3	14	4	14	5	14	6	14	7	14	8	14	9	14	10	14	11	14	12	2048	50
#dãy 1
1	223	1939	1	14	1	65	50
1	223	1806	1	13	1	65	94
1	479	1939	2	14	2	14	3	65	50
1	479	1806	2	13	2	13	3	65	94
1	735	1939	2	14	4	14	5	65	50
1	735	1806	2	13	4	13	5	65	94
1	991	1939	1	14	6	65	50
1	991	1806	1	13	6	65	94
1	1247	1939	2	14	7	14	8	65	50
1	1247	1806	2	13	7	13	8	65	94
1	1503	1806	2	13	9	14	9	65	184
#dãy 2
1	223	1683	1	12	1	65	50
1	223	1550	2	11	1	12	1	65	94
1	479	1550	4	11	2	11	3	12	2	12	3	65	178
1	735	1550	4	11	4	11	5	12	4	12	5	65	178
1	991	1683	1	12	6	65	50
1	991	1550	2	11	6	12	6	65	94
1	1247	1683	2	12	7	12	8	65	50
1	1247	1550	4	11	7	11	8	12	7	12	8	65	94
1	1503	1550	2	11	9	12	9	65	178
#dãy 3
1	223	1294	2	9	1	10	1	65	178
1	479	1427	2	10	2	10	3	65	50
1	479	1294	4	9	2	9	3	10	2	10	3	65	94
1	735	1427	2	10	4	10	5	65	50
1	735	1294	4	9	4	9	5	10	4	10	5	65	94
1	991	1427	1	10	6	65	50
1	991	1294	2	9	6	10	6	65	94
1	1247	1294	4	9	7	9	8	10	7	10	8	65	178
1	1503	1294	2	9	9	10	9	65	178
#dãy 4
1	223	1171	1	8	1	65	50
1	223	1038	2	7	1	8	1	65	94
1	479	1038	4	7	2	7	3	8	2	8	3	65	178
1	735	1038	4	7	4	7	5	8	4	8	5	65	178
1	991	1038	2	7	6	8	6	65	178
1	1247	1038	4	7	7	7	8	8	7	8	8	65	178
1	1503	1038	2	7	9	8	9	65	178
#dãy 5
1	223	915	2	6	1	7	1	65	50
1	223	782	2	5	1	6	1	65	94
1	479	915	4	6	2	6	3	7	2	7	3	65	50
1	479	782	4	5	2	5	3	6	2	6	3	65	94
1	735	915	4	6	4	6	5	7	4	7	5	65	50
1	735	782	4	5	4	5	5	6	4	6	5	65	94
1	991	782	3	5	6	6	6	7	6	65	178
1	1247	782	6	5	7	5	8	6	7	6	8	7	7	7	8	65	178
1	1503	782	3	5	9	6	9	7	9	65	178
#dãy 6
1	735	540	6	3	4	3	5	4	4	4	5	5	4	5	5	65	170
1	991	540	3	3	6	4	6	5	6	65	170
#hàng 1
1	0	1728	4	12	0	12	1	13	0	13	1	256	80
1	256	1728	4	12	1	12	2	13	1	13	2	112	80
1	400	1728	4	12	2	12	3	13	2	13	3	112	80
1	512	1728	2	12	3	13	3	112	80
1	656	1728	2	12	4	13	4	112	80
1	768	1728	4	12	4	12	5	13	4	13	5	112	80
1	912	1728	4	12	5	12	6	13	5	13	6	112	80
1	1024	1728	6	12	6	12	7	12	8	13	6	13	7	13	8	256	80
1	1280	1728	4	12	8	12	9	13	8	13	9	288	80
#hàng 2
1	0	1472	2	10	0	11	0	112	80
1	144	1472	4	10	0	10	1	11	0	11	1	112	80
1	256	1472	6	10	1	10	2	10	3	11	1	11	2	11	3	256	80
1	512	1472	2	10	3	11	3	112	80
1	656	1472	2	10	4	11	4	112	80
1	768	1472	6	10	4	10	5	10	6	11	4	11	5	11	6	256	80
1	1024	1472	6	10	6	10	7	10	8	11	6	11	7	11	8	256	80
1	1280	1472	2	10	8	11	8	112	80
1	1424	1472	4	10	8	10	9	11	8	11	9	144	80
#hàng 3
1	0	1216	4	8	0	9	0	8	1	9	1	256	80
1	256	1216	4	8	1	8	2	9	1	9	2	112	80
1	400	1216	4	8	2	8	3	9	2	9	3	112	80
1	512	1216	2	8	3	9	3	112	80
1	656	1216	2	8	4	9	4	112	80
1	768	1216	4	8	4	8	5	9	4	9	5	112	80
1	912	1216	4	8	5	8	6	9	5	9	6	112	80
1	1024	1216	4	8	6	8	7	9	6	9	7	112	80
1	1168	1216	4	8	7	8	8	9	7	9	8	112	80
1	1280	1216	4	8	8	8	9	9	8	9	9	288	80
#hàng 4
1	0	960	1	7	0	112	80
1	144	960	2	7	0	7	1	112	80
1	256	960	3	7	1	7	2	7	3	256	80
1	512	960	1	7	3	112	80
1	656	960	1	7	4	112	80
1	768	960	3	7	4	7	5	7	6	256	80
1	1024	960	2	7	6	7	7	112	80
1	1168	960	2	7	7	7	8	144	80
1	1503	960	2	7	8	7	9	65	80
#hàng 5
1	0	704	2	5	0	5	1	256	80
1	256	704	3	5	1	5	2	5	3	256	80
1	512	704	2	5	3	5	4	256	80
1	768	704	2	5	4	5	5	112	80
1	912	704	2	5	5	5	6	112	80
1	1024	704	3	5	6	5	7	5	8	256	80
1	1280	704	2	5	8	5	9	256	80
1	1536	704	3	5	8	5	9	5	11	288	80
#hàng 6
1	480	448	2	3	3	3	4	288	80
1	768	448	3	3	4	3	5	3	6	288	80
#hàng 7
1	0	192	4	1	0	1	1	1	2	1	3	543	80
#chắn
#ô giữa
1	512	1120	2	8	3	8	4	270	47
#ô out
1	1328	783	2	5	8	6	8	31	70
1	1391	783	2	5	8	6	8	31	70
1	1312	928	4	6	8	6	9	7	8	7	9	128	34
1	1376	1056	2	7	8	7	9	128	34

#GateOverworld
#	gateX	gateY	grid	xPosGo	xPosBack	YPosgo	YPosBack	Direction
#hang 1 (tu duoi len)
3	229	1910	2	13	1	14	1	255	2	0	0	1
3	485	1910	2	13	3	14	3	510	257	0	0	1
3	741	1910	2	13	4	14	4	766	512	0	0	1
3	997	1910	2	13	6	14	6	1022	768	0	0	1
3	1253	1910	4	13	7	13	8	14	7	14	8	1279	1024	0	0	1
#hang 2
3	229	1654	1	12	1	255	2	0	0	1
3	997	1654	1	12	6	1022	768	0	0	1
3	1253	1654	2	12	7	12	8	1279	1024	0	0	1
#hàng 3
3	485	1398	1	10	3	510	257	0	0	1
3	741	1398	1	10	4	766	512	0	0	1
3	997	1398	1	10	6	1022	768	0	0	1
#hàng 4
3	229	1142	1	8	1	255	2	0	0	1
#hàng 5
3	229	886	1	6	1	255	2	0	0	1
3	485	886	1	6	3	510	257	0	0	1
3	741	886	1	6	4	766	512	0	0	1
#dọc 1
3	374	1732	2	12	2	13	2	0	0	1545	1800	2
3	630	1732	4	12	3	12	4	13	3	13	4	0	0	1545	1800	2
3	886	1732	2	12	5	13	5	0	0	1545	1800	2
#dọc 2
3	118	1476	2	10	0	11	0	0	0	1285	1545	2
3	630	1476	4	10	3	10	4	11	3	11	4	0	0	1285	1545	2
3	1398	1476	2	10	8	11	8	0	0	1285	1545	2
#dọc 3
3	374	1220	2	8	2	9	2	0	0	1025	1285	2
3	630	1220	4	8	3	8	4	9	3	9	4	0	0	1025	1285	2
3	886	1220	2	8	5	9	5	0	0	1025	1285	2
3	1142	1220	2	8	7	9	7	0	0	1025	1285	2
#dọc 4
3	118	964	1	7	0	0	0	765	1025	2
3	630	964	2	7	3	7	4	0	0	765	1025	2
3	1142	964	1	7	7	0	0	765	1025	2
#dọc 5
3	886	708	1	5	5	0	0	505	765	2

#Injuring Brick
#hang 1 (tu duoi len)
#sửa dòng thứ 4 (1-14-3 thành 1-14-5)
5	800	1825	1	13	5	73	33
5	920	1825	2	13	5	13	6	70	33
5	800	1955	2	14	5	14	6	190	30
5	870	1926	1	14	5	53	33
5	800	1944	1	14	5	12	14
5	981	1944	1	14	6	9	14
5	800	1858	1	13	5	12	14
5	981	1858	1	13	6	9	14
#hang 3
#cot 4
5	800	1312	1	9	5	73	33
5	920	1312	2	9	5	9	6	70	33
5	800	1442	2	10	5	10	6	190	30
5	870	1413	1	10	5	53	32
5	800	1431	1	10	5	12	14
5	981	1431	1	10	6	9	14
5	800	1345	1	9	5	12	14
5	981	1345	1	9	6	9	14
hang 2
#cot cuoi
5	1311	1568	1	11	8	16	50
5	1327	1568	1	11	8	47	32
5	1379	1568	1	11	8	9	66
5	1392	1602	1	11	8	44	30
5	1311	1684	1	12	8	16	44
5	1327	1699	2	12	8	12	9	148	29
5	1474	1568	2	11	9	12	9	30	160
#hang 4
#cot 5
5	1055	1055	2	7	6	8	6	30	161
5	1085	1055	2	7	6	7	7	47	37
5	1170	1055	1	7	7	16	33
5	1186	1055	2	7	7	8	7	62	161
5	1170	1152	1	8	7	16	63
5	1121	1152	1	8	7	48	4
#hang 2
#cot 1
5	33	1685	2	12	0	12	1	170	25
5	72	1620	1	11	0	81	1
5	188	1598	1	11	1	25	21
5	152	1571	2	11	0	11	1	57	2
#cot 3
5	545	1568	1	11	3	68	32
5	545	1668	1	12	3	68	53
5	580	1626	2	11	3	12	3	31	53
5	665	1569	2	11	4	12	4	1	200
5	714	1569	2	11	4	12	4	15	200
5	678	1570	1	11	4	20	3
5	678	1635	1	11	4	20	1
5	678	1698	1	12	4	20	30
#cot cuoi
5	1311	1568	1	11	8	16	50
5	1327	1568	1	11	8	47	32
5	1379	1568	1	11	8	9	66
5	1392	1602	1	11	8	44	30
5	1311	1684	1	12	8	16	44
5	1327	1699	2	12	8	12	9	148	29
5	1474	1568	2	11	9	12	9	30	160
#hang3
#cot 2
5	290	1312	4	9	1	9	2	10	1	10	2	60	150
5	425	1312	1	9	2	50	52
5	349	1312	1	9	2	12	32
5	410	1312	1	9	2	15	32
5	350	1447	1	10	2	120	25
5	425	1432	2	10	2	10	3	75	15
#cot 4
5	800	1312	1	9	5	73	33
5	920	1312	2	9	5	9	6	70	33
5	800	1442	2	10	5	10	6	190	30
5	870	1413	1	10	5	53	32
5	800	1431	1	10	5	12	14
5	981	1431	1	10	6	9	14
5	800	1345	1	9	5	12	14
5	981	1345	1	9	6	9	14
#hang 4
#cot 5
5	1055	1055	2	7	6	8	6	30	161
5	1085	1055	2	7	6	7	7	47	37
5	1170	1055	1	7	7	16	33
5	1186	1055	2	7	7	8	7	62	161
5	1170	1152	1	8	7	16	63
5	1121	1152	1	8	7	48	4
#hang 5
#cot 1
5	33	800	2	5	0	6	0	20	133
5	33	933	1	6	0	70	25
5	33	800	2	5	0	5	1	170	5
5	202	800	2	5	1	6	1	18	54
5	106	869	1	6	0	45	1
5	160	898	1	6	1	4	13
5	151	870	1	6	0	2	50
5	155	915	4	6	0	6	1	7	0	7	1	65	47
#cot 4
5	801	800	2	5	5	6	5	69	55
5	843	871	1	6	5	76	1
5	801	920	1	6	5	15	17
5	945	920	2	6	5	6	6	25	17
5	922	804	2	5	5	5	6	48	1
5	970	815	2	5	6	6	6	20	115
5	801	937	2	6	5	6	6	170	10
#soft brick
#hang 1
7	592	1824	1	13	3	7
7	560	1856	1	13	3	7
7	656	1856	1	13	4	7
7	688	1856	1	13	4	7
7	592	1888	1	13	3	7
7	624	1920	1	14	3	7
7	656	1920	1	14	4	7
7	560	1952	1	14	3	7
7	688	1952	1	14	4	7
#hang 5
7	1088	816	2	5	6	6	6	7
7	1120	816	2	5	7	6	7	7
7	1184	816	2	5	7	6	7	7
7	1056	849	1	6	6	7
7	1152	848	1	6	7	7
7	1184	848	1	6	7	7
7	1120	880	1	6	7	7
7	1152	880	1	6	7	7
7	1088	912	1	6	6	7
7	1056	943	2	6	6	7	6	7
7	1184	912	1	6	7	7
7	1184	943	2	6	7	7	7	7
#return gate
2	105	1887	2	13	0	14	0	18	108	185	0	1	0	0
2	1390	1129	1	8	8	15	66	112	0	1	0	0
